Year,Country,Industry,Sales,Assets,Profits,Market Value,Sales Growth,Assets Growth,Profits Growth,Market Value Growth,Region
2013,Hong Kong,Technology Hardware & Equipment,11975,6899,112,765,8.273056058,31.76088617,-7.438016529,11.51603499,Asia
2013,Hong Kong,Telecommunications Services,128271,251521,21613,246195,19.83911955,15.6716212,7.81164264,-4.657250959,Asia
2013,Hong Kong,Trading Companies,20222,12015,617,11485,0.958562157,10.02747253,-9.3979442,-42.38197963,Asia
2013,Hong Kong,Transportation,6028,36690,2237,31558,19.34270441,3.24160054,-15.6167484,7.383966245,Asia
2013,Hong Kong,Utilities,22928,65399,3292,53582,1.281031893,0.420729367,-7.110609481,4.90025255,Asia
2013,Hungary,Banking,6577,45798,541,5580,16.05787895,8.864009128,58.1871345,12.02569765,Europe
2013,Hungary,Oil & Gas Operations,24591,21639,666,7462,12.01658088,6.068329984,6.56,-21.30352246,Europe
2013,India,Banking,129096,1373567,12999,132095,10.21317647,0.427059221,2.28184751,2.275542754,Asia
2013,India,Business Services & Supplies,2575,26532,601,4889,12.29829917,12.97904957,1.178451178,-1.312071054,Asia
2013,India,Capital Goods,9358,12932,1393,8969,-0.404427416,-11.12638307,2.501839588,-32.77115658,Asia
2013,India,Construction,17545,30941,1444,22201,-6.97242842,-28.95945263,-24.59530026,-9.298525146,Asia
2013,India,Consumer Durables,51819,44142,4339,42535,20.04586943,13.68014422,8.965344048,-1.016941264,Asia
2013,India,Diversified Financials,7964,63296,1631,27378,3.697916667,6.765623682,2.321204517,15.74363744,Asia
2013,India,Diversified Metals & Mining,69007,100617,7525,69194,-8.038486654,-8.172708356,-14.75985501,-24.39136326,Asia
2013,India,Drugs & Biotechnology,1574,3058,509,15958,-14.7807255,-53.87631976,-84.57575758,24.02269371,Asia
2013,India,"Food, Drink & Tobacco",5220,5901,1230,44101,4.4,-0.101574403,9.139307897,31.36635787,Asia
2013,India,IT Software & Services,27310,27204,5214,117645,9.048075387,5.392840539,1.736585366,10.99422598,Asia
2013,India,Oil & Gas Operations,249828,206018,11986,136150,8.170316681,-4.164301996,-11.7183472,1.946836391,Asia
2013,India,Real Estate,1887,12377,236,8573,-11.78120617,-13.53824659,-35.86956522,29.09200422,Asia
2013,India,Telecommunications Services,14047,29823,837,21842,-23.26559598,-43.81817154,-49.57831325,-23.44199089,Asia
2013,India,Trading Companies,7712,20997,362,4868,30.51277712,47.06871191,-34.89208633,-27.75304245,Asia
2013,India,Utilities,20816,72584,3498,38234,2.673374766,-0.746615616,-5.151843818,-21.05469637,Asia
2013,Indonesia,Banking,22086,219126,5921,88415,7.894479726,11.60822064,19.49545913,27.21948833,Asia
2013,Indonesia,Construction,2090,2759,517,11155,31.28140704,60.6872452,28.28784119,37.92037587,Asia
2013,Indonesia,"Food, Drink & Tobacco",5229,4251,428,9765,24.97609943,24.62620932,-6.956521739,-14.98345812,Asia
2013,Indonesia,Oil & Gas Operations,2576,3908,891,13488,17.41112124,10.20868584,28.57142857,33.6901576,Asia
2013,Indonesia,Telecommunications Services,8023,11547,1336,21396,5.316355999,4.356077723,4.293520687,43.4721384,Asia
2013,Ireland,Airline,5774,11987,748,10738,12.31277961,-1.737847365,40.86629002,30.37882467,Europe
2013,Ireland,Banking,12809,356838,-7213,55983,-25.28145599,-8.711168644,-47.23096057,-29.57315923,Europe
2013,Ireland,Business Services & Supplies,4483,7810,654,18047,2.844689149,8.850174216,9.547738693,17.54705921,Europe
2013,Ireland,Capital Goods,16311,35848,1217,29477,201.5529673,455.955335,46.98067633,191.2171508,Europe
2013,Ireland,Conglomerates,28308,23525,1156,19256,4.546293903,1.575993092,110.564663,34.11338627,Europe
2013,Ireland,Construction,25812,29521,1312,21412,10.20878699,7.792018111,81.71745152,34.59894393,Europe
2013,Ireland,Diversified Financials,1747,53947,-1317,1728,-54.05049974,-45.34577432,670.1754386,-20.55172414,Europe
2013,Ireland,Drugs & Biotechnology,4648,7317,745,17151,-13.28358209,-9.543824947,-46.63323782,-38.54450337,Europe
2013,Ireland,"Food, Drink & Tobacco",7715,7040,352,9845,12.33255679,3.896103896,-24.62526767,23.78976487,Europe
2013,Ireland,Health Care Equipment & Services,12010,22049,1904,30881,2.623258993,7.111974739,-1.602067183,18.4905226,Europe
2013,Ireland,IT Software & Services,30090,16359,3068,53341,5.712478921,6.984500687,28.63731656,20.62095789,Europe
2013,Ireland,Insurance,7230,45388,651,8967,7.958787517,1.707524761,-237.0526316,29.88122827,Europe
2013,Ireland,Materials,9677,10861,329,3656,1.542497377,1.485703607,23.22097378,74.01237506,Europe
2013,Ireland,Technology Hardware & Equipment,16332,8742,3233,12686,41.28027682,-4.677788682,253.3333333,5.848977889,Europe
2013,Israel,Banking,16324,326923,1550,15841,19.85315712,8.619870489,-13.31096197,21.20122418,Asia
2013,Israel,Diversified Financials,40179,78738,-279,8853,13.75385748,-0.37956426,-124.4522349,18.18181818,Asia
2013,Israel,Drugs & Biotechnology,20933,50512,2023,35468,21.95164579,1.200088153,-21.77107502,-13.52853695,Asia
2013,Israel,IT Software & Services,1383,4528,639,10315,18.30624465,10.7361213,25.29411765,-19.52094874,Asia
2013,Italy,Aerospace & Defense,22433,38356,-3038,2994,-10.36480601,-6.031652702,-560.3030303,3.276992066,Europe
2013,Italy,Banking,147614,3106524,-17148,80443,-2.215185681,-3.182652859,-301.9787986,-17.35874255,Europe
2013,Italy,Capital Goods,10092,7942,216,4871,-67.92422846,-83.67489568,-73.26732673,-63.37043164,Europe
2013,Italy,Construction,6141,13757,-348,728,-10.88376143,-14.38262385,-1300,-6.426735219,Europe
2013,Italy,Consumer Durables,11148,13616,1071,31094,-87.30628651,-88.00236146,-60.33333333,6.522781775,Europe
2013,Italy,Diversified Financials,117462,159447,702,7136,5007.043478,1523.696538,7.175572519,17.63930102,Europe
2013,Italy,Insurance,154665,758957,634,33309,-3.833240067,6.802839794,53.14009662,-2.147473561,Europe
2013,Italy,Oil & Gas Operations,179340,190406,9895,87427,13.89486921,3.430930523,9.932229752,-11.57736109,Europe
2013,Italy,Retailing,9348,10906,715,23688,7.894736842,-2.651075605,13.49206349,40.69850321,Europe
2013,Italy,Telecommunications Services,37937,102349,-2092,15186,2.785228535,-12.57751508,-150.0718047,-28.61037984,Europe
2013,Italy,Transportation,4401,40095,1039,10592,-14.56027956,45.15603504,-3.43866171,2.476780186,Europe
2013,Italy,Utilities,122316,260714,2071,42374,-4.438385275,-4.748091045,-60.47709924,-18.19217329,Europe
2013,Japan,Airline,31605,36665,2594,16484,93.50394906,65.61271964,826.4285714,113.5509781,Asia
2013,Japan,Banking,229665,10529071,36441,333472,6.229995005,5.663257513,29.48512952,14.97210787,Asia
2013,Japan,Business Services & Supplies,104424,187354,3475,71447,-6.334427641,-2.163991269,-31.56754628,-22.39251809,Asia
2013,Japan,Capital Goods,192001,226252,8221,145812,-0.702834092,0.537230663,-4.783414408,-11.19799755,Asia
2013,Japan,Chemicals,156893,165660,3779,77203,-12.7077387,-13.0740492,-37.81471121,-10.34895198,Asia
2013,Japan,Construction,192656,202978,3661,81764,2.047777954,0.260805137,-14.9988391,9.581183408,Asia
2013,Japan,Consumer Durables,1330944,1604910,8601,724452,-2.265609338,2.754815822,-75.47266661,5.510964692,Asia
2013,Japan,Diversified Financials,47640,932656,934,57196,16.85349162,-1.005173406,-7.524752475,35.4713406,Asia
2013,Japan,Diversified Metals & Mining,169876,178435,1134,55194,-7.343227573,-14.05030732,-69.49973104,-8.582880615,Asia
2013,Japan,Drugs & Biotechnology,160315,156243,4838,125556,1.524948229,4.407706135,-32.32619947,12.90702589,Asia
2013,Japan,Food Markets,64816,53914,1904,34498,-4.697769478,5.819545035,13.33333333,11.8902439,Asia
2013,Japan,"Food, Drink & Tobacco",99438,125858,5912,103275,-14.95792282,-6.421800067,76.90005984,13.55764473,Asia
2013,Japan,Health Care Equipment & Services,4671,8330,292,8276,18.31306991,67.6056338,-24.93573265,-7.808844826,Asia
2013,Japan,"Hotels, Restaurants & Leisure",4350,7479,388,13288,1.516919487,8.62745098,40.57971014,41.63291409,Asia
2013,Japan,Insurance,193560,1033427,-2520,68523,6.158579726,6.18691656,-295.0464396,0.733564624,Asia
2013,Japan,Materials,35735,49635,-274,8344,-0.534417012,3.156954028,470.8333333,-23.71548729,Asia
2013,Japan,Media,83034,79592,1562,34949,9.312796209,15.14213382,25.3611557,19.43476181,Asia
2013,Japan,Oil & Gas Operations,313293,318888,6374,67538,10.29501848,50.76092455,-24.62157048,-4.387219163,Asia
2013,Japan,Real Estate,43448,167725,2345,89378,-2.6462614,12.28527053,10.35294118,54.80730926,Asia
2013,Japan,Retailing,151002,134471,3236,41191,-13.70475989,-3.525486961,37.06056756,-7.179394732,Asia
2013,Japan,Semiconductors,18316,19708,-312,9634,-15.72651146,-15.42719821,-39.88439306,-26.23841972,Asia
2013,Japan,Technology Hardware & Equipment,64218,46644,-76,16092,-0.695861941,-3.360543654,-110.106383,4.929577465,Asia
2013,Japan,Telecommunications Services,208765,331673,12322,134553,3.639919973,1.904293725,7.315798641,10.03410122,Asia
2013,Japan,Trading Companies,412617,553045,20299,120971,10.5873808,8.848056148,25.93212978,-7.091179994,Asia
2013,Japan,Transportation,202638,382909,3701,129055,-0.902760118,1.428548724,-44.99108205,19.75261673,Asia
2013,Japan,Utilities,209719,552099,-19117,42140,2.265534712,4.624839396,64.0944206,-41.70862613,Asia
2013,Jordan,Banking,2141,45619,343,5872,2.883229217,0.078976812,17.46575342,-2.829720338,Asia
2013,Kazakhstan,Banking,1633,16006,466,2028,17.65129683,24.42475124,-93.04996271,1020.441989,Asia
2013,Kazakhstan,Oil & Gas Operations,5345,10397,1078,7931,10.11536877,0.794958798,-23.32859175,-1.294337274,Asia
2013,Kuwait,Banking,6066,110595,1398,22741,16.31831256,13.79842568,1.895043732,-9.646787715,Asia
2013,Kuwait,Diversified Financials,1516,25534,112,1977,-8.121212121,36.108742,-30,5.159574468,Asia
2013,Kuwait,Telecommunications Services,4578,10416,900,10811,-3.376952301,-11.73629353,-11.85112635,-17.51106363,Asia
2013,Lebanon,Banking,3616,56335,708,4077,9.54256286,9.992775836,3.660322108,7.035967446,Asia
2013,Liberia,"Hotels, Restaurants & Leisure",7688,19828,18,7375,2.003449648,0.121187639,-97.03459638,10.88558112,Africa
2013,Luxembourg,Banking,8697,114486,414,1401,10.80392407,-1.539440641,152.4390244,81.47668394,Europe
2013,Luxembourg,Diversified Metals & Mining,92821,125440,-3587,27070,-9.9961214,-5.418956924,-229.2146974,-27.38539124,Europe
2013,Luxembourg,Media,10125,22159,1624,24090,-1.431074766,2.616467537,-7.2,-2.662733848,Europe
2013,Luxembourg,Oil & Gas Operations,11074,15739,1737,24202,19.82254923,7.35284087,40.76175041,-2.352229171,Europe
2013,Luxembourg,Telecommunications Services,4920,7947,519,8203,17.19866603,13.85386819,-39.43990665,-26.0990991,Europe
2013,Malaysia,Banking,23742,459640,5642,71982,15.63413209,15.23207365,14.69810937,5.812312577,Asia
2013,Malaysia,Casinos & Gaming,5590,21492,1366,11605,-9.090909091,25.70626426,50.93922652,-10.03875969,Asia
2013,Malaysia,Chemicals,8721,11966,1546,23241,87.58872876,25.16736402,62.05450734,31.39416554,Asia
2013,Malaysia,Conglomerates,15012,14905,1309,17330,8.303874179,6.563237292,7.91426216,-9.565308146,Asia
2013,Malaysia,Diversified Financials,2287,53644,364,4830,30.98510882,4.09438429,-34.29602888,17.28994658,Asia
2013,Malaysia,"Food, Drink & Tobacco",4932,7241,564,9579,-43.4273916,-27.00604839,-54.10903173,-49.8744113,Asia
2013,Malaysia,Oil & Gas Operations,10730,7652,731,19146,21.79341657,21.94422311,-2.010723861,17.07943497,Asia
2013,Malaysia,Technology Hardware & Equipment,5772,13953,822,17175,11.23530545,9.926731269,23.42342342,21.37809187,Asia
2013,Malaysia,Telecommunications Services,6169,13052,1016,21672,122.2262248,131.5416001,29.42675159,47.24826743,Asia
2013,Malaysia,Transportation,3070,12219,250,7437,-21.84317719,-3.521515989,-58.05369128,-1.090570555,Asia
2013,Malaysia,Utilities,17840,44572,1715,18158,5.718518519,8.746675775,236.2745098,5.282078043,Asia
2013,Mexico,Banking,11301,96791,1529,36979,17.92758009,15.32623201,37.37646002,54.02782406,NorthAmerica
2013,Mexico,Conglomerates,21961,17722,1275,23965,15.17201594,17.56667109,68.20580475,67.2832612,NorthAmerica
2013,Mexico,Construction,15314,35863,-923,13586,13.11027402,-4.25554636,-32.67687819,71.99645525,NorthAmerica
2013,Mexico,Consumer Durables,2276,2159,322,9591,7.358490566,-1.144688645,-5.847953216,54.64366333,NorthAmerica
2013,Mexico,Diversified Metals & Mining,19988,28013,3899,65724,5.964056619,9.687145151,0.128402671,-13.14161865,NorthAmerica
2013,Mexico,"Food, Drink & Tobacco",39168,42368,2726,79786,27.71202191,10.63585324,17.39879414,35.49000628,NorthAmerica
2013,Mexico,Media,5385,12628,681,14932,20.06688963,13.95055044,37.85425101,14.31633747,NorthAmerica
2013,Mexico,Retailing,18314,25137,-696,31849,143.9264784,40.50081046,-126.6055046,-2.513008877,NorthAmerica
2013,Mexico,Telecommunications Services,60238,74586,7107,70741,26.37784538,9.851687114,20.03040027,-24.29583494,NorthAmerica
2013,Morocco,Banking,5275,75531,754,10579,8.249538272,11.64801703,1.208053691,-11.34668566,Africa
2013,Netherlands,Aerospace & Defense,74512,115471,1620,46036,17.08911482,5.683638261,21.07623318,37.91491911,Europe
2013,Netherlands,Business Services & Supplies,22542,8296,48,7607,7.256030832,-9.353146853,-79.31034483,13.18256212,Europe
2013,Netherlands,Chemicals,78704,62076,426,64474,-0.816614578,0.591466675,-88.33196385,30.69407281,Europe
2013,Netherlands,Conglomerates,32702,35810,298,27539,11.81317742,1.221097857,-117.7592372,28.15393922,Europe
2013,Netherlands,Construction,5607,4327,308,6098,-43.76128385,-52.84437663,88.95705521,412.4369748,Europe
2013,Netherlands,Diversified Financials,5177,8417,639,8955,-23.93476344,-73.35970881,0.788643533,2.659635447,Europe
2013,Netherlands,Food Markets,43326,19419,1091,15733,10.49450409,2.556113018,-17.1602126,3.800224319,Europe
2013,Netherlands,"Food, Drink & Tobacco",91962,106600,7865,140963,11.643661,10.96537797,22.07046407,21.83807705,Europe
2013,Netherlands,Insurance,199761,2122381,5184,47892,10.12607984,1.713921762,-29.15129151,1.453205101,Europe
2013,Netherlands,Media,10365,23132,697,19539,87.36442516,59.48703806,729.7619048,78.92857143,Europe
2013,Netherlands,Oil & Gas Operations,509474,421872,32082,318609,-0.046496936,6.60709683,-10.67490812,-3.445381207,Europe
2013,Netherlands,Semiconductors,6242,9718,1512,28898,-44.30266798,-39.26629586,-33.15649867,8.888805155,Europe
2013,Netherlands,Telecommunications Services,39432,82553,3057,24521,6.2341721,1.672516781,22.5250501,-26.4141884,Europe
2013,Netherlands,Transportation,7385,12735,1317,8910,386.4953887,133.0710102,153.7572254,23.49272349,Europe
2013,New Zealand,Telecommunications Services,3476,2947,926,3352,-8.526315789,-47.74822695,71.48148148,50.31390135,Oceanic
2013,Nigeria,Construction,1453,3249,775,15121,9.002250563,22.83553875,11.83261183,38.17965823,Africa
2013,Norway,Banking,15592,432205,2697,28851,34.69246717,21.35646998,24.400369,37.32685992,Europe
2013,Norway,Chemicals,15088,14352,1904,13248,16.31205674,18.25972314,-5.461767627,-0.405953992,Europe
2013,Norway,Conglomerates,5391,10365,285,8397,-47.05362404,-6.831460674,-319.2307692,2.816211583,Europe
2013,Norway,Construction,8069,7124,404,5133,32.56119599,26.60387418,-53.61653272,12.96214789,Europe
2013,Norway,Diversified Metals & Mining,11682,20943,-221,9008,-28.32689122,-5.708882986,-119.7497766,-22.96245617,Europe
2013,Norway,Insurance,13078,92395,942,10365,41.64410268,12.83920764,64.68531469,26.09489051,Europe
2013,Norway,Oil & Gas Operations,126771,140250,12378,78054,13.55338588,9.713454272,-5.863563769,-12.27324836,Europe
2013,Norway,Telecommunications Services,18272,29564,1705,34096,11.13679217,6.352975034,28.67924528,16.01224906,Europe
2013,Oman,Banking,1078,20538,362,3330,12.1748179,9.576908713,18.68852459,12.5,Asia
2013,Pakistan,Oil & Gas Operations,1847,3579,1024,8656,15.22145976,17.53694581,38.75338753,10.84645921,Asia
2013,Panama,"Hotels, Restaurants & Leisure",15394,38675,1474,28449,-3.522186012,0.098351321,-9.068476249,8.530118643,NorthAmerica
2013,Peru,Banking,3628,40969,813,12675,9.607250755,33.78069488,12.29281768,5.907419786,SouthAmerica
2013,Peru,Diversified Metals & Mining,1543,4476,706,6325,1.180327869,16.89736224,-19.49828962,-40.61590461,SouthAmerica
2013,Philippines,Banking,2886,45550,649,15087,-31.36741974,-29.19102102,-8.976157083,2.562882393,Asia
2013,Philippines,Retailing,5307,13643,586,16579,40.10031679,33.44092332,21.07438017,83.76191532,Asia
2013,Philippines,Telecommunications Services,3981,9863,863,15131,11.45016797,11.0073157,19.3637621,11.20011759,Asia
2013,Philippines,Utilities,6762,5283,403,9159,20.23470839,29.35847209,81.53153153,34.13884007,Asia
2013,Poland,Banking,5703,62333,1212,13799,18.46697133,12.53678528,9.882139619,-0.790854842,Europe
2013,Poland,Diversified Metals & Mining,8674,10678,1555,10695,-9.561046815,-16.29693502,-60.31138336,-21.23287671,Europe
2013,Poland,Insurance,6318,18071,1002,11313,7.012195122,19.35931308,26.03773585,23.55832241,Europe
2013,Poland,Oil & Gas Operations,57843,38880,1734,20178,51.51665968,35.46094349,-1.02739726,60.66565809,Europe
2013,Poland,Utilities,17013,28938,1439,13022,78.48300462,69.55528212,-14.03823178,10.18784904,Europe
2013,Portugal,Banking,8505,174816,-1288,4845,-15.44044542,-0.222025627,-1.075268817,125.9794776,Europe
2013,Portugal,Food Markets,13985,5862,463,12850,-30.68840759,-62.13912033,-26.03833866,-1.840959438,Europe
2013,Portugal,Oil & Gas Operations,24416,17988,453,13148,12.16979832,39.20445751,-19.2513369,-9.523809524,Europe
2013,Portugal,Telecommunications Services,8485,26520,296,4734,72.14445121,36.1745828,-96.10167259,3.815789474,Europe
2013,Portugal,Utilities,21557,55178,1336,11508,10.05769133,4.254997544,-8.304735758,10.48387097,Europe
2013,Qatar,Banking,7522,174904,3955,42707,11.28865217,18.07785264,7.414448669,-5.175629468,Asia
2013,Qatar,Chemicals,5135,11044,2318,26454,12.98129813,9.346534653,6.427915519,23.32867133,Asia
2013,Qatar,Real Estate,182,10681,112,11738,-87.34353268,-66.69888383,-92.0341394,-36.9636432,Asia
2013,Qatar,Telecommunications Services,9259,25879,809,10048,6.132508024,-7.528764382,12.98882682,26.75665447,Asia
2013,Russia,Banking,54858,680576,13962,94864,16.08438961,51.54287038,148.1251111,-10.81947487,Europe
2013,Russia,Chemicals,6299,16063,1695,28244,273.3847066,557.7805078,211.0091743,18.09173391,Europe
2013,Russia,Diversified Metals & Mining,74714,124051,6034,73687,4.629733363,-2.263559295,-28.4816878,-25.46252744,Europe
2013,Russia,Food Markets,30225,15062,678,23762,33.37304739,12.13519952,-1.166180758,29.71940168,Europe
2013,Russia,Oil & Gas Operations,436605,751820,87777,356331,9.296888103,12.65651317,15.90323901,-20.37901031,Europe
2013,Russia,Telecommunications Services,49124,72820,2563,37029,32.4811219,25.88379691,31.43589744,48.57956825,Europe
2013,Russia,Utilities,53573,105340,4461,23904,39.97230496,21.60040634,117.2917681,-43.7407329,Europe
2013,Saudi Arabia,Banking,13505,313593,6814,71446,16.03230518,18.64994835,12.0539385,-10.24484617,Asia
2013,Saudi Arabia,Chemicals,68254,105652,7767,92610,2.071213866,-9.590963546,-12.10818151,-16.09360985,Asia
2013,Saudi Arabia,Conglomerates,4778,12152,470,5298,-8.781977854,13.82540277,-27.91411043,-20.96076384,Asia
2013,Saudi Arabia,Diversified Financials,786,11157,189,18973,17.31343284,5.423792875,10.52631579,57.38697636,Asia
2013,Saudi Arabia,Diversified Metals & Mining,1487,14703,291,8066,268.0693069,26.54273173,164.5454545,-5.749006777,Asia
2013,Saudi Arabia,"Food, Drink & Tobacco",2635,5202,384,7120,-60.78285459,-2.947761194,19.62616822,52.16926694,Asia
2013,Saudi Arabia,Telecommunications Services,22129,41550,3544,37975,9.60376424,5.046265864,3.716710565,14.60345244,Asia
2013,Saudi Arabia,Utilities,8970,63615,683,15277,10.04784689,11.70324846,15.37162162,-11.28339141,Asia
2013,Singapore,Aerospace & Defense,5225,6485,472,10390,13.11972288,15.28888889,15.97051597,36.65658293,Asia
2013,Singapore,Airline,11811,17531,267,10027,2.543844417,-9.968159408,-69.16859122,-3.073948768,Asia
2013,Singapore,Banking,24355,738225,8686,84823,28.56992029,11.90720899,46.79736353,12.67817054,Asia
2013,Singapore,Conglomerates,11437,23881,1832,16994,-9.049701789,-18.87971738,-12.3025371,-26.46791571,Asia
2013,Singapore,Construction,8345,10502,617,7354,19.64157706,16.46889209,-1.121794872,-0.795899096,Asia
2013,Singapore,Consumer Durables,24657,11154,429,4476,-17.65629174,-3.244274809,-14.02805611,-11.83769943,Asia
2013,Singapore,"Food, Drink & Tobacco",65907,65841,1983,26193,6.621477335,7.105558538,-36.4830237,-28.97776573,Asia
2013,Singapore,Real Estate,7474,73201,2955,39227,39.93634151,45.07025506,37.25034835,47.95383397,Asia
2013,Singapore,Semiconductors,2434,2862,580,8837,4.195205479,16.72104405,5.072463768,-4.361471861,Asia
2013,Singapore,Telecommunications Services,14964,31379,3171,45728,4.424284717,2.686694155,4.515491101,15.68508399,Asia
2013,Singapore,Transportation,1633,17392,301,7272,35.07030604,-2.631284291,22.85714286,7.749296192,Asia
2013,South Africa,Banking,29342,276070,3553,37856,31.08470336,-4.068747198,-24.16221985,-9.38988487,Africa
2013,South Africa,Conglomerates,27910,19352,2046,22215,44.88916576,26.84845307,9.061833689,34.07568351,Africa
2013,South Africa,Consumer Durables,9851,16185,693,5047,54.98741347,9.173693086,-8.575197889,-18.66236906,Africa
2013,South Africa,Diversified Financials,597,3322,579,6145,-61.50870406,-44.85391766,-78.07648618,-15.6717442,Africa
2013,South Africa,Diversified Metals & Mining,16024,39641,3659,36373,-18.76299113,-1.574177529,-20.64628063,-31.95330477,Africa
2013,South Africa,Drugs & Biotechnology,1868,3850,351,9673,3.318584071,-1.810762561,-7.874015748,50.27186578,Africa
2013,South Africa,Food Markets,10132,3728,371,10184,-5.095541401,24.01862941,0,3.380367475,Africa
2013,South Africa,Insurance,17004,89132,972,14732,20.48465953,-1.294559307,1.993704092,18.02595738,Africa
2013,South Africa,Media,5146,10507,377,27729,5.321326238,2.868611709,-51.48005148,20.98167539,Africa
2013,South Africa,Telecommunications Services,16493,21395,2527,34503,9.471658038,-4.784156653,-1.481481481,1.461506793,Africa
2013,South Korea,Airline,11298,21597,219,2563,6.705704571,15.08579346,-215.8730159,-27.49646393,Asia
2013,South Korea,Banking,21801,449834,2530,14832,66.36904762,81.96653007,-9.803921569,23.29177057,Asia
2013,South Korea,Capital Goods,110559,121843,2365,32990,-9.420188928,-10.11346199,-46.29881926,-34.52546342,Asia
2013,South Korea,Chemicals,35992,25185,1684,22701,-28.90749995,-41.46970648,-59.01679241,-47.55336845,Asia
2013,South Korea,Construction,40478,38295,1404,16329,-0.523457276,-13.63913132,-22.30215827,-37.0290386,Asia
2013,South Korea,Consumer Durables,244451,261444,17532,135674,40.33584017,40.35829902,28.70356776,7.915019527,Asia
2013,South Korea,Diversified Financials,54205,934917,6248,48387,-14.219022,-1.887701292,-26.83840749,-18.22652606,Asia
2013,South Korea,Diversified Metals & Mining,85876,113536,3543,36501,-1.82346149,11.31526055,-19.31222956,-22.3002746,Asia
2013,South Korea,"Food, Drink & Tobacco",28177,38058,1116,15995,121.1001255,106.2987858,30.67915691,42.44367263,Asia
2013,South Korea,IT Software & Services,2122,2752,485,10441,9.381443299,34.44064485,19.16461916,3.942259831,Asia
2013,South Korea,Insurance,67416,283157,2893,37217,-5.973584011,7.050043666,-11.39356815,-3.931337119,Asia
2013,South Korea,Oil & Gas Operations,242124,175030,3270,40248,8.401273287,8.566608154,-48.31673779,0.88988043,Asia
2013,South Korea,Retailing,33511,46168,1336,15649,24.17000148,21.09639344,20.79566004,-0.495962358,Asia
2013,South Korea,Semiconductors,197398,213377,21508,192396,30.04677515,43.62051558,87.38456177,7.054385203,Asia
2013,South Korea,Telecommunications Services,45859,66410,1906,23038,11.0252996,15.13323278,-27.58358663,13.46532703,Asia
2013,South Korea,Trading Companies,70198,53794,940,13782,5.475253178,19.59005825,15.33742331,-19.86743415,Asia
2013,South Korea,Transportation,20387,14296,-169,7975,-18.57576484,-35.14494397,-44.59016393,-8.428062923,Asia
2013,South Korea,Utilities,43896,129314,-2813,17449,11.60378318,13.35776149,-7.619047619,30.22613628,Asia
2013,Spain,Banking,211802,3832267,-26788,177999,3.234454052,5.707824841,-309.28125,10.57280763,Europe
2013,Spain,Construction,94855,162000,-3126,18526,15.68388316,-6.239690707,-1728.125,-18.59565867,Europe
2013,Spain,Consumer Durables,20560,17510,3044,83314,13.86796633,22.0549282,20.36378015,42.32950663,Europe
2013,Spain,Diversified Financials,385,48220,179,2161,-5.86797066,18.77139831,-10.94527363,-0.734956362,Europe
2013,Spain,IT Software & Services,3839,6754,656,11870,9.466780724,3.82782475,-30.58201058,39.09069604,Europe
2013,Spain,Insurance,27106,69178,878,10743,6.281367629,5.972824339,-29.59101844,3.457241911,Europe
2013,Spain,Oil & Gas Operations,112148,152280,5120,55014,10.38840876,-3.534166566,1.809504872,7.786050157,Europe
2013,Spain,Telecommunications Services,82264,161458,5182,67110,1.067633147,0.949105915,-25.96085155,-11.21019277,Europe
2013,Spain,Transportation,15348,64409,2288,26147,5.260270215,15.32497762,-11.21459061,18.41938406,Europe
2013,Spain,Utilities,47436,133687,4398,41110,10.01948233,1.964747428,3.9962166,-2.96693181,Europe
2013,Sweden,Banking,59985,1920272,10413,126252,6.36392652,0.72369163,22.17529039,30.72813121,Europe
2013,Sweden,Capital Goods,100121,109277,7476,133968,7.608391909,6.041668688,-0.783012608,11.48392251,Europe
2013,Sweden,Construction,28705,19315,730,10900,66.76349271,63.27134404,-33.63636364,45.27522324,Europe
2013,Sweden,Consumer Durables,56463,46780,4099,91748,10.69006077,2.273721032,22.76130578,5.314630731,Europe
2013,Sweden,Diversified Financials,3881,45845,5421,30112,-5.318370334,10.79023683,-1497.164948,28.97036149,Europe
2013,Sweden,Diversified Metals & Mining,6154,6145,503,4608,5.268559699,12.1350365,2.443991853,0.721311475,Europe
2013,Sweden,"Food, Drink & Tobacco",1845,2210,429,6348,9.107037256,4.442344045,16.57608696,-21.64897556,Europe
2013,Sweden,Health Care Equipment & Services,3731,6520,388,7278,17.77146465,9.304274937,5.722070845,11.06363498,Europe
2013,Sweden,Real Estate,3326,13875,499,5250,1.495270064,11.35634029,-32.74932615,24.26035503,Europe
2013,Sweden,Technology Hardware & Equipment,35044,40378,888,44078,6.526430982,3.543953226,-49.77375566,35.9760612,Europe
2013,Sweden,Telecommunications Services,22866,44969,3561,38347,8.699372504,6.511132165,5.699020481,-0.467204817,Europe
2013,Switzerland,Banking,6707,229269,1350,19570,-10.73995209,-8.780969129,-4.661016949,-26.34273025,Europe
2013,Switzerland,Business Services & Supplies,52447,33689,1620,50721,6.601760198,-22.60206309,-39.0060241,2.423214394,Europe
2013,Switzerland,Capital Goods,13269,20102,659,28341,62.53062224,151.212197,-0.453172205,95.99585062,Europe
2013,Switzerland,Chemicals,19109,25196,2355,51968,-21.87972691,-23.52101988,17.22249876,21.927643,Europe
2013,Switzerland,Conglomerates,44447,53687,3089,59525,24.8511236,36.08182095,4.076819407,24.64402379,Europe
2013,Switzerland,Construction,51756,62531,1485,56297,11.6176756,4.73327192,29.46817786,35.05661645,Europe
